Neighborhood,Neighborhood Latitude,Neighborhood Longitude,ID,Venue,Venue Latitude,Venue Longitude,Category
Marine Parade,1.3019999999999998,103.8971,55505e57498ece88485a9513,Food With Benefits,1.3039429524182764,103.90066088835664,Café
Marine Parade,1.3019999999999998,103.8971,4e6315e5483bd9a9749eb121,Food Stand @ Jade Cinema,1.306266,103.898087,Snack Place
Marine Parade,1.3019999999999998,103.8971,51021540e4b02b0ca5ba23b1,Peranakan Village Food Centre,1.3055289163523205,103.89649174513156,Coffee Shop
Marine Parade,1.3019999999999998,103.8971,4c5b9f689b28d13a98cb5470,Bangkok J.N thai food,1.3055243687315625,103.89635607324132,Thai Restaurant
Marine Parade,1.3019999999999998,103.8971,4c0fa7cd98102d7f398be506,Sampinong Thai Food,1.305338,103.896112,Thai Restaurant
Marine Parade,1.3019999999999998,103.8971,53999341498e723ddb147562,House of Sundanese Food,1.3039554357528687,103.90186309814453,Malay Restaurant
Marine Parade,1.3019999999999998,103.8971,4cec9ebe0acea35d9172dfae,Mega Food and Beverage @ Katong Shopping Centre,1.3046853604856161,103.90221118927002,Asian Restaurant
Marine Parade,1.3019999999999998,103.8971,4c11c804a9420f47746f7d51,Katong Gourmet Centre,1.3032247300085713,103.90067392055259,Food Court
Marine Parade,1.3019999999999998,103.8971,4fa60c02e4b0fed4824de098,Eng's Noodles House 榮高叉燒雲吞麵 (Eng's Noodles House),1.3067850329622301,103.89568523390979,Noodle House
Marine Parade,1.3019999999999998,103.8971,58f86d8c1c675b630d77de56,Foodie Market Place,1.306026,103.896028,Supermarket
Marine Parade,1.3019999999999998,103.8971,4ceba161f86537040ab8c3c4,Figos Grail,1.3049312516072247,103.89640746507055,Asian Restaurant
Museum,1.2966,103.8485,519af2d2e4b035e065ebfae7,Food For Thought,1.2964486400425326,103.84854638089548,Bistro
Museum,1.2966,103.8485,5735736ccd1081207aa31194,Food Republic,1.2929128289456284,103.85148101860005,Food Court
Museum,1.2966,103.8485,4bc3fa6cf8219c74c2e2b610,The Food Place by Food Junction,1.294566969669787,103.8528392110167,Food Court
Museum,1.2966,103.8485,55752b1e498eb0a84914a692,Sabeena’s Indian Food,1.2985737051741197,103.85151955676176,Indian Restaurant
Museum,1.2966,103.8485,4ca2e813d7c33704c06d9c62,Food District (Food Court),1.3018802824797393,103.8492374706348,Food Court
Museum,1.2966,103.8485,4bc95e6d937ca5934ec8a592,The Street Food Factory,1.2989528610819754,103.84768572741237,Asian Restaurant
Museum,1.2966,103.8485,54ed55d7498e6bc70852de9d,Food Alley,1.2921303985191894,103.85048912627022,Food Court
Museum,1.2966,103.8485,4ba5f933f964a520152c39e3,99 Food,1.2922223111367703,103.84951125072732,Asian Restaurant
Museum,1.2966,103.8485,4bb1dd31f964a52035a73ce3,Gold Food Thai Chinese Cuisine,1.2999640713911604,103.85121580911719,Thai Restaurant
Museum,1.2966,103.8485,4e8fd5639adf26eeb9c6a23c,Coleman Street Food Centre,1.291545533489875,103.84958325976288,Food Court
Museum,1.2966,103.8485,4c63e139e1621b8d69ef2653,Indonesian Street Food,1.300591127217299,103.84551259668564,Indonesian Restaurant
Museum,1.2966,103.8485,4b53e7bdf964a52062ae27e3,Daebak Korean Food,1.3018061319057146,103.84996608340884,Korean Restaurant
Museum,1.2966,103.8485,4b9e0c2cf964a520fac736e3,Saybons French Food Factory,1.2997676230572368,103.84482450431504,Creperie
Museum,1.2966,103.8485,4d512c637ee1a35d1fb28c34,Dong Dae Mun Seoul Street Food,1.2999008869170838,103.84494267585724,Korean Restaurant
Museum,1.2966,103.8485,4dede03d18385379de4e691f,Vegetarian Food,1.300395,103.845356,Vegetarian / Vegan Restaurant
Museum,1.2966,103.8485,4d8eff173bfef04de742a586,Xin Yuan Vegetarian Food Trading,1.3003367493326432,103.85194418698414,Gourmet Shop
Museum,1.2966,103.8485,4b6a80c7f964a52011d72be3,Vegetarian Health Food Luo Han Group,1.300579,103.851981,Vegetarian / Vegan Restaurant
Museum,1.2966,103.8485,4b5ad0a8f964a520dbd528e3,Coffee Express 2000 Foodcourt,1.296541381041301,103.85314301439774,Food Court
Museum,1.2966,103.8485,5e9c1479b04270000740443d,Mohamed Waseef Indian Muslim Food,1.29218,103.850569,Food & Drink Shop
Museum,1.2966,103.8485,4db412bf1e7248d13599ce1c,First Stop Food Junction,1.2986338990956006,103.85276586839724,Food Court
Museum,1.2966,103.8485,51fb3e83498e8117f57a1ae3,The Food Inn,1.2989098523409839,103.84562648802176,Food Court
Museum,1.2966,103.8485,509914f4e4b0707ea3733803,Shop For Food N Drinks,1.294715,103.849206,Convenience Store
Museum,1.2966,103.8485,5e3e1e373bf82d00076e541e,Warung Ramlah Muslim Food,1.298367,103.851691,Food Stand
Museum,1.2966,103.8485,4d64c0ac072a6ea8267df54d,Food Court Beside Of NLS,1.2967,103.853187,Food Truck
Museum,1.2966,103.8485,4d53fe11bdbea1cd2bf9e192,Food Court,1.3003557759186164,103.84525783045144,Arts & Crafts Store
Museum,1.2966,103.8485,5d32d7bb211fba0008c3e44d,Dining In The Garden City Food Village,1.295064,103.846193,Food Court
Museum,1.2966,103.8485,4d6cd946183a236ac6e1573a,Cathay B1 Food Hall,1.299445,103.84746,Food Court
Museum,1.2966,103.8485,4cb948d3a33bb1f7e62287fd,Seoul Street Food @ Plaza Singapura,1.2963940590258611,103.84567111813918,Food Truck
Museum,1.2966,103.8485,58bbae3f92ca4c138f4643ac,Fei Song Food,1.299054,103.845956,Noodle House
Museum,1.2966,103.8485,4cac0d39a6e08cfa0c2aa894,The Fresh Food People,1.299873,103.849803,Farmers Market
Museum,1.2966,103.8485,5b99f50f6eda02002cc3ca64,Korean Stylish Cup Food,1.29977,103.849466,Korean Restaurant
Museum,1.2966,103.8485,4d3259fc8250f04d1f06f3e0,Food Paradise,1.2943175314610984,103.85326338000182,Chinese Restaurant
Museum,1.2966,103.8485,4d01f1dc9f9ea1434e6e8ca9,Food@bras Basah,1.296300529804557,103.8534275723031,Coffee Shop
Museum,1.2966,103.8485,4bb031bcf964a520e13b3ce3,Syam Corners Muslim Food,1.3003005609345177,103.85192706197081,Malay Restaurant
Museum,1.2966,103.8485,4efd486777c885c33345c1dc,Celine @ Food Summons,1.29877672242189,103.8513100730073,Food Court
Museum,1.2966,103.8485,5cd8e805fd9d73002c65965a,Hong Yuen Food Pavillion,1.291447,103.85058,Food Court
Museum,1.2966,103.8485,4c249901136d20a19203e261,Xiu Yuan Good Food Cafe,1.300396,103.851945,Vegetarian / Vegan Restaurant
Museum,1.2966,103.8485,4f1127f6e4b0d59e1fb6e219,Park Mall Japanese Food,1.2979830503463745,103.84515380859375,Japanese Restaurant
Museum,1.2966,103.8485,5a17fcf21ffed7595ea675e4,Fish Eden @ Food Republic,1.2929473,103.8515,Asian Restaurant
Museum,1.2966,103.8485,59b4c3e2b0405661b68d3aaa,You Men H. K. Roast Food Republic Capitol,1.2928042,103.851395,Asian Restaurant
Museum,1.2966,103.8485,4b9c6f26f964a520636836e3,Bishamon Express @ Plaza Singapura Food Court,1.299454,103.844989,Japanese Restaurant
Museum,1.2966,103.8485,4d05933f8620224b3a16af40,Bugis Food Truck,1.294846063465624,103.85279345140772,Food Truck
Museum,1.2966,103.8485,5b7406d14a1cc0002c745ff3,Sidewalk Food Place,1.292016,103.849583,Coffee Shop
Museum,1.2966,103.8485,4f584452e4b027eb91e1c6c6,Yusoff Sayna food @ peace centre,1.3012695971591404,103.85007016226014,Indonesian Restaurant
Museum,1.2966,103.8485,4e22a65388774a43b7768463,Tian Yuan Healthy Vegetarian Food Paradise,1.3002486634489399,103.8519838192059,Grocery Store
Museum,1.2966,103.8485,50b77e08e4b06f5c0126e7f9,Raja Riki Western Food,1.2979700565338135,103.84402465820312,Malay Restaurant
Newton,1.3076,103.8404,4b1e7356f964a5201f1a24e3,Newton Food Centre,1.3119489901287666,103.83956682309288,Food Court
Newton,1.3076,103.8404,4c22e5547e85c92893d5bc21,Environment Building Food Court,1.3108006902187133,103.83623771042404,Food Court
Newton,1.3076,103.8404,5460beaf498e5d8de476b22a,Stall 70 Newton Circus Food Centre,1.312067,103.839433,Seafood Restaurant
Newton,1.3076,103.8404,4dce0714ae603b786d262cdb,Al Amin Indian Food,1.312446,103.839324,Food
Newton,1.3076,103.8404,4d7cd80bcf3f370477645840,Food Truck,1.3056568791671428,103.84053624942432,Food Truck
Newton,1.3076,103.8404,4f9e872de4b0b04586629c0a,The Palace Of Food ( Brian's Fridge ),1.309676,103.841841,Food Truck
Newton,1.3076,103.8404,4d53cff78652224b1ca5d3d7,Cine Food Court,1.3123855400921838,103.83985689876096,Cupcake Shop
Newton,1.3076,103.8404,5a1423fae679bc67535d4704,"Thai Food, Stall 51 @ Newton Food Centre",1.3120632,103.83926,Thai Restaurant
Newton,1.3076,103.8404,4eba9fa2f5b9ea8ad77dea9e,Heng Wang Food Delights,1.312053,103.83962403618135,Chinese Restaurant
Newton,1.3076,103.8404,4e4e79cc52b1e893ad4c993a,Al-Amin Indian Muslim Food (Stall 26),1.3120119883254275,103.83965875545799,Food
Newton,1.3076,103.8404,4e9c675061afc418ba794211,Newton Food Centre Stall 46,1.31212,103.839398,Seafood Restaurant
Newton,1.3076,103.8404,573559a3498e1ac69f98022f,Ministry Of Food,1.302039,103.840178,Japanese Restaurant
Newton,1.3076,103.8404,4bb2c683a32876b0351601fe,NEA Building Cafe,1.3105628308912065,103.83619833459467,Café
Newton,1.3076,103.8404,4cd8f05d15d8b60c2fa3680e,貴興 Kwee Heng,1.311673496204694,103.83948778635084,Chinese Restaurant
Newton,1.3076,103.8404,4dac4f53fa8cc764975ff762,Jauriah Nasi Padang,1.311701019117852,103.83982293131704,Breakfast Spot
Newton,1.3076,103.8404,4dab00270437dccbd812767b,Marn Cafe,1.3120612,103.83951,Coffee Shop
Newton,1.3076,103.8404,51289c56e4b0067b9fde75f9,A1 Barbeque Fish,1.3120272159576416,103.83959197998047,BBQ Joint
Newton,1.3076,103.8404,4d95ed48647d8cfae4f3ab3d,Heng Carrot Cake,1.3120799750284224,103.83976544798027,Asian Restaurant
Newton,1.3076,103.8404,4dce43128877851243f338d9,Guan Kee Seafood,1.3122202155931717,103.83944928999513,Seafood Restaurant
Novena,1.3209,103.8424,57a97a07498e031ae4ec06d9,Real Food,1.3209926,103.84384,Vegetarian / Vegan Restaurant
Novena,1.3209,103.8424,4baa09eaf964a520bd453ae3,Food Junction,1.31758515791912,103.84394126939684,Food Court
Novena,1.3209,103.8424,4c96ef5a533aa0938d18d645,Revenue House Food Court,1.3193915579924405,103.84163634152951,Food Court
Novena,1.3209,103.8424,4e0c216b227100f4dfded7be,SF Food & Beverage,1.3202166394376142,103.84385168552399,Juice Bar
Novena,1.3209,103.8424,4d2be9098292236aad3b38bb,Food Inn Cafeteria,1.3193001676181808,103.84258111548392,Cafeteria
Novena,1.3209,103.8424,4bdbd3d03904a593c33a4c9e,Food & Beverages pte ltd,1.320186515839456,103.84393871514857,Juice Bar
Novena,1.3209,103.8424,575ffe65498e2b0a00ca68a1,Hana K Food,1.31931,103.844176,Korean Restaurant
Novena,1.3209,103.8424,58072fbad67cad5b06d58101,k food,1.320137,103.843508,Korean Restaurant
Novena,1.3209,103.8424,4d3385d372a8b1f74f8ba8d0,Seyed Beevi Muslim Food,1.3248448001203565,103.84197988087303,Halal Restaurant
Novena,1.3209,103.8424,5254cbcd11d2394548cb49b4,Caveman Food,1.3210620632342724,103.8446761775709,Food Stand
Novena,1.3209,103.8424,4e420df01f6ec93e925104e1,Eastern Vegeterian Food,1.319405,103.841651,Food
Novena,1.3209,103.8424,5ad55fce054e294833cd74ff,Cola Food,1.319175,103.842445,Food Court
Novena,1.3209,103.8424,51cffcda498e6d35a31dc31e,Fragrance Food Stuff,1.3212239088654982,103.84432935310896,BBQ Joint
Novena,1.3209,103.8424,4ceba45ff1c6236adaf170f0,Your Skin Food,1.321067,103.844277,Café
Novena,1.3209,103.8424,4b99c881f964a520939135e3,Spice Corner Indonesian Food,1.3192325298435645,103.84420573711394,Indonesian Restaurant
Novena,1.3209,103.8424,51d532f2498efa52e0e60d5c,Filipino Food Novena,1.3217137706782245,103.84504835635019,Filipino Restaurant
Novena,1.3209,103.8424,5848e7d724f6110bb9e233fa,So Na Moo Korean Comfort Food,1.317578,103.844073,Korean Restaurant
Novena,1.3209,103.8424,4dd72a1bd1647fcf3e44d2f7,Ya Hajar Muslim Food,1.3249031707382841,103.84166850808556,Indian Restaurant
Novena,1.3209,103.8424,5d7f100804b75b00082e5bf2,Ofira Amazing Thai Food,1.317246,103.84422,Thai Restaurant
Novena,1.3209,103.8424,4ee2e6c377c8e89316a85666,Joohwee Vegetarian Food,1.3216482046950822,103.84672415820533,Vegetarian / Vegan Restaurant
Novena,1.3209,103.8424,4d01952a18ff8cfa3fabbf57,Goldhill Foodstreet,1.320381,103.842591,Food Truck
Novena,1.3209,103.8424,4b34a673f964a5202c2825e3,Kopitiam,1.3190647782006046,103.8443386358293,Food Court
Novena,1.3209,103.8424,4b723a13f964a520b7742de3,Brauhaus Restaurant & Pub,1.3172041613115102,103.84424602943048,German Restaurant
Orchard,1.3048,103.8318,4b28514df964a520739224e3,ION Food Hall,1.3047926210294962,103.83121848106384,Food Court
Orchard,1.3048,103.8318,53999196498e4bc685587a22,Food Republic,1.3053021865523837,103.83183296576365,Food Court
Orchard,1.3048,103.8318,4e7ea19b6da1103ad24d20f3,Food Opera,1.3041803990473604,103.83139360690821,Food Court
Orchard,1.3048,103.8318,4ba21fbef964a5206edd37e3,Food Republic,1.3038183524416103,103.8331462252701,Food Court
Orchard,1.3048,103.8318,4cb95665dd41a35d2132e1a0,Asian Food Mall,1.304732921760048,103.83355666194751,Food Court
Orchard,1.3048,103.8318,56cee098498e2f5c99b54a8d,Kra Pow Thai Street Food,1.306974,103.833648,Thai Restaurant
Orchard,1.3048,103.8318,4b304f2ff964a520cdf824e3,Thye Hong Hokkien Mee (Food Republic),1.3040954,103.83144,Noodle House
Orchard,1.3048,103.8318,4d47f8684e7a6ea891b57032,Kabayan Filipino Fast Food Restaurant,1.304625309498733,103.83374328360465,Filipino Restaurant
Orchard,1.3048,103.8318,4bc9a3a9b6c49c74a4b48e91,Food Village (Takashimaya Foodcourt),1.3029512121138016,103.83510281103956,Food Court
Orchard,1.3048,103.8318,4c36ad783849c928e386bcb1,Food Inn,1.3043891262657377,103.83400527052808,Food Court
Orchard,1.3048,103.8318,4d43a90d4e5d3704186ce293,Zagu Food & Drink,1.304180060254779,103.83350586508861,Filipino Restaurant
Orchard,1.3048,103.8318,4de7188cd4c00a805ed4cc3b,Fancy Vegetarian Food @ Lucky Plaza,1.3043595724273038,103.83428069060174,Vegetarian / Vegan Restaurant
Orchard,1.3048,103.8318,4bf764e8b182c9b6c1c9755a,Susan Chan Food,1.3072375233737643,103.83314365952187,Asian Restaurant
Orchard,1.3048,103.8318,4d09bbbe82aaa0931862d2c2,"Ed's Fish Delight, Food Republic @ Wisma Atria",1.304091,103.834055,Chinese Restaurant
Orchard,1.3048,103.8318,4b5d302ff964a520fd5529e3,Delicacy food centre,1.3073240398069368,103.83325548583396,Chinese Restaurant
Orchard,1.3048,103.8318,4f51a2a1e4b023845d8b065e,Ofira Amazing Thai Food,1.30734655580371,103.83393269536853,Thai Restaurant
Orchard,1.3048,103.8318,4e00b3e71838cb6a1acb74ce,M73 Food Court,1.3068362,103.82913,Food Court
Orchard,1.3048,103.8318,577f5bbb498e4e6b20e64893,Food Coma,1.3047642,103.83197,Food Court
Orchard,1.3048,103.8318,4cb00353c5e6a1cda8e6d1f6,Tonkchi Jap Food,1.304712,103.83171,Asian Restaurant
Orchard,1.3048,103.8318,4c38b58e1a38ef3be8b49221,Dong Dae Mun Seoul Street Food,1.3047196021691563,103.83168797341146,Korean Restaurant
Orchard,1.3048,103.8318,527354ac498e060b6962fe4c,Lucky Food Centre,1.3043292530256594,103.83417742012206,Food Court
Orchard,1.3048,103.8318,4ba36aa6f964a5205a3b38e3,FOODHall at Takashimaya Department Store,1.3030114534664345,103.83546546406313,Food & Drink Shop
Orchard,1.3048,103.8318,4c3d6ef8b169c9b6a40f4768,Yummy Food,1.305117,103.831694,Food Truck
Orchard,1.3048,103.8318,5157ecf9e4b0bf32fbff8295,Asian Soul Food,1.3047342064375593,103.8314162504627,Chinese Restaurant
Orchard,1.3048,103.8318,4bca8a7f511f9521851eb0c7,Xiao Bar Wang 小霸王,1.304790449537772,103.8317543742694,Snack Place
Orchard,1.3048,103.8318,504c1c24e4b08bf9ea1cf55a,Autumn Food Fair,1.3056000471115112,103.83168029785156,Japanese Restaurant
Orchard,1.3048,103.8318,4d3bc8ead2c8f04dc4065c72,Korean Food@ Wisma,1.3044389367691092,103.832825,Korean Restaurant
Orchard,1.3048,103.8318,4b5d26fdf964a520b85429e3,Hokkaido Foods Market,1.3047805954617706,103.83181251327832,Gourmet Shop
Orchard,1.3048,103.8318,4e4e3c6a18a8af30fd73537d,Fortune Restaurant @ Food Republic,1.304089,103.833074,Dumpling Restaurant
Orchard,1.3048,103.8318,4b67ad9af964a520905a2be3,Food Court @ Orchard Towers,1.306398357285885,103.82895355965438,Food Court
Orchard,1.3048,103.8318,4cdf94eddf986ea83b2ee316,Granny Fine Soups @ Food Republic @ Wisma Atria,1.304156,103.83308,Chinese Restaurant
Orchard,1.3048,103.8318,4c4a7cd1c668e21e407bb2f8,Sushi & Grill@Food Republic,1.30411,103.833226,Japanese Restaurant
Orchard,1.3048,103.8318,5bb47d5ce55d8b002c300b1c,Chinatown Tan's Tutu Coconut Cake @ Wisma Food Republic,1.3042037,103.8331,Pastry Shop
Orchard,1.3048,103.8318,4cfb5c40ee9cb60ce0f48fad,Cahaya Murni Halal Muslim Food,1.307398869751881,103.83336060292754,Halal Restaurant
Orchard,1.3048,103.8318,5c062b8c8c812a002c0f0988,Ah Er Soup @ Food Republic,1.3038567,103.83305,Soup Place
Orchard,1.3048,103.8318,4ccf9a602fd9b60c227c7ceb,Lexus Fast Food #05-16,1.305641,103.830207,Chinese Restaurant
Orchard,1.3048,103.8318,52971b5411d20e5ccaa65f36,M&S Food Hall,1.3052051222175485,103.83018218225769,Snack Place
Orchard,1.3048,103.8318,4c65327fe0c4be9a9b6b8758,Bi Feng Tang (food republic),1.303963,103.833169,Chinese Restaurant
Orchard,1.3048,103.8318,4d76265c6c22b60c3211e4d6,cafe supunsa thai food,1.30431,103.833369,Thai Restaurant
Orchard,1.3048,103.8318,5087f406e4b0dbb714a7e2ea,Hong Kong Roasts @ Food Republic Wisma Atria,1.3040145844986277,103.83337493223726,Chinese Restaurant
Orchard,1.3048,103.8318,59fc166c6cf01a0cc435036d,Mia Fast Food Service,1.305649,103.830232,Food & Drink Shop
Orchard,1.3048,103.8318,4bdbd3e463c5c9b616cb2968,Yami Yogurt,1.3046673993633264,103.83170212568415,Frozen Yogurt Shop
Orchard,1.3048,103.8318,532a83d1498e48fedfb1f3c4,Bangkok Gem Thai Cuisine at Wisma Atria Food Republic,1.3035646112867578,103.83365232009372,Thai Restaurant
Orchard,1.3048,103.8318,526f435811d2e06101c35d09,해Sun Korean Food,1.307556,103.833267,Korean Restaurant
Outram,1.2849,103.8439,4b21d6abf964a520db4124e3,Chinatown Complex Market & Food Centre,1.2822867197104084,103.84329331576289,Food Court
Outram,1.2849,103.8439,4b1fa81ff964a520c62724e3,People's Park Food Centre,1.284807289734588,103.84242486214652,Food Court
Outram,1.2849,103.8439,4bf010213a002d7f5c9d85a4,Hong Lim Market & Food Centre 芳林巴刹与熟食中心 (Hong Lim Complex Market & Food Centre),1.2851543665131335,103.84583338042434,Food Court
Outram,1.2849,103.8439,4b1f21a6f964a520432424e3,Maxwell Food Centre,1.280291381444506,103.84474193031609,Food Court
Outram,1.2849,103.8439,4c094e043c70b71329cc275b,Wuhan Food House,1.285453,103.845036,Chinese Restaurant
Outram,1.2849,103.8439,4cad05d2f47ea143156f9621,Kukoh 21 Food Centre (Jalan Kukoh Market & Hawker Centre),1.2881367916256072,103.83966365167137,Food Court
Outram,1.2849,103.8439,4cc6d14682388cfad52b7e35,Bangkok Thai Food,1.2820345132691604,103.84344398975372,Thai Restaurant
Outram,1.2849,103.8439,4c13c17677cea593f158cf60,Mount Faber Nasi Lemak Fast Food Shop (花葩山椰子飯快餐店),1.2809176,103.84209,Coffee Shop
Outram,1.2849,103.8439,4dfca4327d8b305080154f06,Sawasdee Thai Food,1.283253788283892,103.84454529758109,Thai Restaurant
Outram,1.2849,103.8439,5453970e498eb34a3806872c,Chinatown Food Street Hot/Cold Beverage。Dessert 牛車水美食街 冷熱飲料 甜品,1.2824092773639966,103.84417083322144,Dessert Shop
Outram,1.2849,103.8439,4b94d942f964a5202d8534e3,Chinatown Food Street (牛車水美食街) (Chinatown Food Street),1.2822753904074402,103.84425526086325,Food Court
Outram,1.2849,103.8439,4e754696d4c0934471d41349,Hao Xiang Ju Cooked Food,1.282031,103.843554,Vegetarian / Vegan Restaurant
Outram,1.2849,103.8439,4f52e8d4e4b03be3637ebabe,Run Ji Cooked Food 润记熟食,1.2818274146029418,103.84358204668783,Food Court
Outram,1.2849,103.8439,4ccc0bf62dc437046110c408,Xing Long Food Stall,1.2819929040881712,103.84329331576289,Chinese Restaurant
Outram,1.2849,103.8439,4c7b375b3badb1f7eda25454,Senat Thai Food,1.2801487707834247,103.84430670739941,Thai Restaurant
Outram,1.2849,103.8439,4d5e853fef378cfa90ef62a6,Marina South Delicious Food,1.2803398857596753,103.84485538166561,Chinese Restaurant
Outram,1.2849,103.8439,4e006d1e483bd352f71e17ab,Basement Foodcourt,1.285940511771489,103.84423877029343,Food Court
Outram,1.2849,103.8439,5156778be4b0af514a4df789,福三满 Food Summon,1.285370664198692,103.84394500170775,Food Court
Outram,1.2849,103.8439,5d9c748468ae350008bf7845,Thai Street Food,1.28531,103.843828,Food Stand
Outram,1.2849,103.8439,4cdc7f2dd5495481cef841b2,Food Center,1.2844323427188244,103.84433501453694,Food Court
Outram,1.2849,103.8439,4b91f02ff964a52036e033e3,Our Food Story,1.285076,103.844494,Korean Restaurant
Outram,1.2849,103.8439,4c8221bd2f1c236a3b473643,My Food Story,1.284782,103.84454500000001,Asian Restaurant
Outram,1.2849,103.8439,5181100f498e8b63c1786803,Food Garage,1.2857636417889255,103.84493512724079,American Restaurant
Outram,1.2849,103.8439,4f939a48e4b02d470353a00c,Pan Ji Cooked Food,1.283762,103.844558,Snack Place
Outram,1.2849,103.8439,5046ec70e4b0bcc0f3b7ac04,People's Park Centre Food Area,1.2858101154064578,103.8440018892288,Café
Outram,1.2849,103.8439,5188cf56498e0f7e18f11574,People's Park Food Court,1.2841307595132099,103.84433501453694,Restaurant
Outram,1.2849,103.8439,4dcc77b31838a9a8d801978a,Vegetarian Cooked Food @ Hong Lim Hawker,1.2855426118485993,103.84473131508175,Food
Outram,1.2849,103.8439,56b03759498ee00c489a72f8,Food Rebel,1.284342,103.845521,Gluten-free Restaurant
Outram,1.2849,103.8439,52e8a380498e2143f6e520da,Botak Char Kuay Tiao @ People's Park Food Centre ^^,1.285665512084961,103.84320831298828,Asian Restaurant
Outram,1.2849,103.8439,4d40e8fdc5eaa1cdac35a650,Yong Vegetarian Food,1.284447,103.84267811999999,Vegetarian / Vegan Restaurant
Outram,1.2849,103.8439,4ecb26ce0e61aaf037583b6f,Xin Xin Food Court,1.2849990066601025,103.84514703382682,Coffee Shop
Outram,1.2849,103.8439,4ca019cd46978cfa1c10b17f,Food Culture @ Kreta Ayer,1.2868816222040211,103.84255733775092,Coffee Shop
Outram,1.2849,103.8439,57ac142d498e20d644e64ee3,Friendship Food Court,1.284526,103.842459,Food Court
Outram,1.2849,103.8439,4b9b454cf964a52074fd35e3,Morning Star Food Court,1.2837471739551365,103.84250429982244,Café
Outram,1.2849,103.8439,4de507148877bcb686810195,Wen da Jie seafood @ Food street,1.2836761943565875,103.84428406169364,BBQ Joint
Outram,1.2849,103.8439,4facff76e4b0323982675c5d,Takawal Muslim Food,1.286051372932044,103.84325368607601,Asian Restaurant
Outram,1.2849,103.8439,4db4089a4df05e5aaad77186,Sisaket Thai Food,1.2804466,103.84457,Thai Restaurant
Outram,1.2849,103.8439,5030d43fe4b0adcbed4c0b68,Mini小火锅 @ Morning Star Food Court,1.2840825841746006,103.84266490351912,Coffee Shop
Outram,1.2849,103.8439,57969638498e154db90407f3,155 South Bridge (Fei Fah Novelty Food),1.283453,103.844401,Snack Place
Outram,1.2849,103.8439,4d36cff938f23704d2c128b0,Food Street Fried Kway Teow,1.282419278230728,103.84314045846295,Food Truck
Outram,1.2849,103.8439,4de32aacae60e7f3ac01b671,Fatty Fish House @ Hong Lim Food Court #01-66,1.285108,103.8458,Food Court
Outram,1.2849,103.8439,4d365281edbd3704ea6f69e3,Tai Wah Cooked Food (大华美食),1.2816985274619186,103.84328199299405,Breakfast Spot
Outram,1.2849,103.8439,4b9dbce8f964a52035bc36e3,Food Court @ Pearl Centre,1.282004,103.841154,Food Court
Outram,1.2849,103.8439,5dc3cf2a6be839000877df27,Food Street Kwai Teow Mee,1.282012,103.84331,Seafood Restaurant
Pasir Ris,1.3721,103.9474,566ea902498e50a3a0d56ee2,Food Fare @ Pasir Ris,1.372093805505777,103.94831277611516,Food Court
Pasir Ris,1.3721,103.9474,4cdaa841cea2224b1ad3804c,Delicious Food @ Subway WS,1.372057,103.949266,Fast Food Restaurant
Pasir Ris,1.3721,103.9474,4d984cf1daec224b138d453e,My Imaginery Food Truck,1.371025,103.948989,Food Truck
Pasir Ris,1.3721,103.9474,4dbf8b77a86e2f4250adca6d,White Sands (Food Court),1.3727710584518582,103.94980853777453,Food Court
Pasir Ris,1.3721,103.9474,571b1ed5498e2aeaf1a22d81,Dong Dae Mun Seoul Street Food,1.372417,103.950049,Food Stand
Pasir Ris,1.3721,103.9474,555c804c498e3451c2b80e83,NTUC Foodfare,1.3694883433402023,103.94830967489486,Restaurant
Pasir Ris,1.3721,103.9474,559e5884498e93c9e198992a,Foodfare,1.3692772095188763,103.94842609082397,Food Court
Pioneer,1.3376,103.6974,4b904e39f964a520f48233e3,Food Plus Food Court 萬福食閣,1.3325173106973283,103.69897035101813,Cafeteria
Pioneer,1.3376,103.6974,4df2432088772e1f814eef8a,Western Food Stall,1.3373211071063356,103.69763662644543,Food Court
Pioneer,1.3376,103.6974,4c458155dd1f2d7f9a4181f9,Food Plus Food Court @ Soon lee road,1.332481,103.698959,Coffee Shop
Pioneer,1.3376,103.6974,4f52aec5e4b0b5893858c06b,Pioneer Foodcourt,1.337397927195753,103.69731427736342,Coffee Shop
Pioneer,1.3376,103.6974,4d5a492956f2b60cd517822f,Western Food @ Pioneer Mall,1.342263,103.697031,Fried Chicken Joint
Pioneer,1.3376,103.6974,4d3c238afb4c548136dfd114,Seafood 51 @ Food Plus Food Court,1.3324951719129141,103.6989486518166,Coffee Shop
Pioneer,1.3376,103.6974,4b9841f0f964a520ba3735e3,Koufu,1.342168148351745,103.69747932672465,Food Court
Punggol,1.3984,103.9072,4bf29a0520960f47f56a6e2f,GM Food Centre,1.399273382047159,103.9063251775957,Coffee Shop
Punggol,1.3984,103.9072,58ede02e14f8f4278e727c4e,Broadway Chinese Food,1.3992765204388729,103.90618861493192,Chinese Restaurant
Punggol,1.3984,103.9072,4db64f83a86e8d2707a982b3,Golden Rooster @ GM Food Court,1.399148,103.906264,Food Court
Punggol,1.3984,103.9072,4e00220cd22d5ec6f2777667,Indian Cuisine @ GM Food Court,1.3985355853775499,103.9055997826972,Coffee Shop
Punggol,1.3984,103.9072,4d4540537e2e54813ee9688f,Food Court @ Coralinus,1.4012055357052846,103.90642106106998,Asian Restaurant
